1,198002.45855453,14315.84391823,1.00237047,0.05417057
2,185761.73459845,12240.72395607,0.96580238,0.03656809
3,167352.72712596,18409.00747249,0.91414390,0.05165848
4,139578.99532301,27773.73180295,0.83160276,0.08254114
5,104182.74180336,35396.25351966,0.70857832,0.12302443
6,69546.44804987,34636.29375349,0.55891164,0.14966668
7,43689.32035277,25857.12769710,0.41257207,0.14633958
8,27779.96047614,15909.35987663,0.29108082,0.12149125
9,19330.51537240,8449.44510374,0.20633903,0.08474179
10,14962.08679219,4368.42858022,0.15451848,0.05182055
11,12613.25257890,2348.83421328,0.12729133,0.02722715
12,11194.35756263,1418.89501627,0.11362926,0.01366207
13,10184.91601716,1009.44154547,0.10650639,0.00712287
14,9366.39275639,818.52326078,0.10210931,0.00439708
15,8620.81112566,745.58163073,0.09739172,0.00471759
16,7950.99495398,669.81617168,0.09333762,0.00405410
17,7340.62948078,610.36547319,0.08968445,0.00365317
18,6781.77796344,558.85151735,0.08593099,0.00375347
19,6277.94691516,503.83104828,0.08238515,0.00354584
20,5800.50496719,477.44194797,0.07882529,0.00355986
21,5341.18000469,459.32496250,0.07516466,0.00366063
22,4894.40212812,446.77787656,0.07125665,0.00390801
23,4468.81066887,425.59145925,0.06751891,0.00373774
24,4068.95789899,399.85276988,0.06358343,0.00393547
25,3696.87095164,372.08694735,0.05979798,0.00378546
26,3343.72130069,353.14965095,0.05615388,0.00364409
27,3021.98692808,321.73437261,0.05259489,0.00355899
28,2720.74772227,301.23920581,0.04917486,0.00342003
29,2445.77754421,274.97017806,0.04587675,0.00329811
30,2196.65676062,249.12078359,0.04272710,0.00314965
31,1976.02423740,220.63252322,0.03981799,0.00290911
32,1775.87131947,200.15291793,0.03705715,0.00276084
33,1594.19951213,181.67180734,0.03449814,0.00255901
34,1434.92930196,159.27021017,0.03205628,0.00244186
35,1292.46352920,142.46577276,0.02985153,0.00220475
36,1168.32441685,124.13911235,0.02776476,0.00208677
37,1057.19040303,111.13401382,0.02581744,0.00194732
38,960.51357153,96.67683150,0.02413548,0.00168197
39,875.95635878,84.55721275,0.02270704,0.00142843
40,802.03378187,73.92257691,0.02133878,0.00136827
41,737.60923618,64.42454569,0.02013939,0.00119939
42,681.73671692,55.87251926,0.01918415,0.00095524
43,633.12581429,48.61090263,0.01835901,0.00082514
44,592.17332159,40.95249270,0.01749247,0.00086654
45,555.90592932,36.26739228,0.01720319,0.00028927
46,524.88292316,31.02300616,0.01662930,0.00057390
47,497.36688861,27.51603455,0.01652673,0.00010257
48,473.65220672,23.71468189,0.01606887,0.00045786
49,453.47138885,20.18081787,0.01612569,-0.00005681
50,436.29984416,17.17154469,0.01569370,0.00043199
51,421.18759628,15.11224788,0.01575450,-0.00006080
52,407.67634036,13.51125592,0.01577564,-0.00002115
53,395.52453177,12.15180859,0.01575732,0.00001833
54,385.73312530,9.79140647,0.01581667,-0.00005936
55,376.51453856,9.21858674,0.01594789,-0.00013121
56,368.97163616,7.54290241,0.01623046,-0.00028257
57,361.35971668,7.61191947,0.01597316,0.00025730
58,354.89766133,6.46205535,0.01590461,0.00006855
59,349.16541511,5.73224622,0.01605209,-0.00014748
60,343.86114343,5.30427168,0.01612369,-0.00007160
61,339.21681384,4.64432959,0.01612225,0.00000144
62,334.93708854,4.27972529,0.01632767,-0.00020542
63,330.71499344,4.22209511,0.01627139,0.00005627
64,326.94328537,3.77170807,0.01638887,-0.00011748
65,323.49506851,3.44821685,0.01634850,0.00004037
66,320.21128784,3.28378067,0.01640426,-0.00005576
67,317.35416615,2.85712170,0.01651870,-0.00011444
68,314.11584274,3.23832341,0.01647202,0.00004668
69,311.51135650,2.60448624,0.01646720,0.00000483
70,308.60464470,2.90671179,0.01666054,-0.00019334
71,306.14097503,2.46366968,0.01650752,0.00015302
72,303.59342502,2.54755001,0.01650938,-0.00000186
73,301.23419084,2.35923418,0.01654114,-0.00003176
74,298.81948193,2.41470891,0.01658214,-0.00004100
75,296.65843715,2.16104478,0.01654567,0.00003647
76,294.47123515,2.18720200,0.01665487,-0.00010919
77,292.36170760,2.10952755,0.01650354,0.00015133
78,290.26866299,2.09304461,0.01644566,0.00005788
79,288.33946976,1.92919323,0.01650789,-0.00006223
80,286.34024449,1.99922528,0.01646402,0.00004387
81,284.39762699,1.94261749,0.01644301,0.00002100
82,282.50515732,1.89246967,0.01636432,0.00007869
83,280.66763442,1.83752290,0.01628114,0.00008318
84,279.13823464,1.52939978,0.01658320,-0.00030206
85,277.06620155,2.07203309,0.01631543,0.00026777
86,275.35666659,1.70953496,0.01623495,0.00008048
87,273.69651036,1.66015623,0.01625407,-0.00001912
88,271.93175088,1.76475948,0.01612815,0.00012592
89,270.31980508,1.61194579,0.01608332,0.00004483
90,268.68536280,1.63444228,0.01612496,-0.00004164
91,267.08761087,1.59775193,0.01604535,0.00007961
92,265.52494034,1.56267054,0.01598689,0.00005846
93,263.99921762,1.52572271,0.01604813,-0.00006124
94,262.54492559,1.45429203,0.01603851,0.00000961
95,261.09286032,1.45206527,0.01583062,0.00020789
96,259.51231925,1.58054107,0.01578719,0.00004343
97,257.97870189,1.53361736,0.01585472,-0.00006753
98,256.65257010,1.32613179,0.01594863,-0.00009391
99,255.19523883,1.45733126,0.01579343,0.00015520
100,253.75258726,1.44265157,0.01571711,0.00007633
101,252.36104663,1.39154063,0.01562348,0.00009363
102,251.34823276,1.01281387,0.01594100,-0.00031752
103,249.73133605,1.61689671,0.01550343,0.00043757
104,248.37475302,1.35658303,0.01549039,0.00001304
105,247.05345340,1.32129963,0.01547968,0.00001071
106,245.77686487,1.27658853,0.01547620,0.00000348
107,244.51228845,1.26457641,0.01540453,0.00007167
