Iteration,Cost,Cost Diff,Relative Error,Relative Error Diff
1,4131.72784506,826.08925031,2.38004083,0.47996359
2,3263.73126896,867.99657610,1.82573482,0.55430601
3,2686.80624688,576.92502208,1.46960265,0.35613217
4,2285.34003186,401.46621502,1.28312496,0.18647769
5,1977.95180441,307.38822744,1.17328086,0.10984410
6,1730.21341891,247.73838550,1.09904877,0.07423209
7,1517.11892218,213.09449673,1.04654779,0.05250098
8,1344.06424678,173.05467541,0.99744709,0.04910070
9,1194.59514425,149.46910253,0.95330449,0.04414260
10,1065.89038849,128.70475576,0.91781065,0.03549384
11,954.27346484,111.61692365,0.88480559,0.03300505
12,859.61017127,94.66329357,0.85122466,0.03358093
13,772.30146040,87.30871087,0.82028743,0.03093723
14,694.78257538,77.51888502,0.79172123,0.02856619
15,630.45747476,64.32510062,0.76339685,0.02832438
16,575.94866011,54.50881465,0.73843017,0.02496668
17,522.52384528,53.42481483,0.71307568,0.02535449
18,477.59266056,44.93118472,0.69056534,0.02251033
19,436.94385677,40.64880379,0.66867008,0.02189527
20,402.88072749,34.06312928,0.64616710,0.02250298
21,369.54808527,33.33264222,0.62680650,0.01936060
22,341.28800660,28.26007867,0.60835842,0.01844808
23,315.60018408,25.68782252,0.59043349,0.01792493
24,293.58663318,22.01355090,0.57425766,0.01617583
25,273.35091375,20.23571943,0.55840065,0.01585701
26,254.91512808,18.43578567,0.54398177,0.01441888
27,238.92822072,15.98690736,0.52982560,0.01415616
28,223.34154356,15.58667715,0.51635461,0.01347099
29,210.11649950,13.22504406,0.50408095,0.01227367
30,198.30303789,11.81346162,0.49201421,0.01206674
31,186.90350127,11.39953662,0.48112381,0.01089039
32,176.89739611,10.00610516,0.47085228,0.01027154
33,167.67308639,9.22430971,0.46157619,0.00927608
34,159.06743096,8.60565543,0.45220990,0.00936629
35,151.78824129,7.27918967,0.44333812,0.00887178
36,144.76126810,7.02697319,0.43496252,0.00837560
37,138.27655205,6.48471605,0.42746034,0.00750218
38,132.10404180,6.17251025,0.41964765,0.00781270
39,126.69841215,5.40562965,0.41284895,0.00679870
40,121.65596569,5.04244646,0.40610066,0.00674829
41,117.20505244,4.45091325,0.40018649,0.00591417
42,112.86030396,4.34474848,0.39374077,0.00644573
43,108.86094403,3.99935993,0.38827564,0.00546513
44,105.22776656,3.63317747,0.38257697,0.00569867
45,101.68944353,3.53832303,0.37734298,0.00523400
46,98.44150303,3.24794050,0.37230904,0.00503393
47,95.45266120,2.98884183,0.36742547,0.00488357
48,92.47460061,2.97806058,0.36311874,0.00430673
49,89.96245824,2.51214237,0.35858587,0.00453288
50,87.45384689,2.50861135,0.35415117,0.00443469
51,85.07216273,2.38168416,0.35029802,0.00385315
52,83.01936104,2.05280169,0.34632396,0.00397405
53,80.96549271,2.05386833,0.34270161,0.00362235
54,79.03569355,1.92979916,0.33871025,0.00399136
55,77.16847552,1.86721803,0.33529019,0.00342006
56,75.48035865,1.68811687,0.33195903,0.00333116
57,73.78974077,1.69061788,0.32866910,0.00328993
58,72.37486882,1.41487195,0.32560096,0.00306814
59,70.93943828,1.43543053,0.32235387,0.00324709
60,69.57688081,1.36255748,0.31949627,0.00285760
61,68.32105006,1.25583075,0.31675875,0.00273752
62,67.15585329,1.16519677,0.31393768,0.00282106
63,66.00501435,1.15083893,0.31116778,0.00276991
64,64.90481726,1.10019709,0.30856213,0.00260565
65,63.85896919,1.04584807,0.30605594,0.00250619
66,62.88480374,0.97416545,0.30375008,0.00230586
67,61.98703112,0.89777262,0.30145512,0.00229496
68,61.10852577,0.87850535,0.29916610,0.00228903
69,60.24679891,0.86172686,0.29677769,0.00238840
70,59.44194279,0.80485613,0.29469544,0.00208225
71,58.68973493,0.75220786,0.29276183,0.00193362
72,57.97322980,0.71650513,0.29059158,0.00217025
73,57.25984278,0.71338702,0.28844943,0.00214215
74,56.61586457,0.64397821,0.28664951,0.00179992
75,55.99123974,0.62462483,0.28483003,0.00181948
76,55.36816937,0.62307037,0.28292752,0.00190251
77,54.78698332,0.58118606,0.28118171,0.00174581
78,54.23910935,0.54787397,0.27947026,0.00171145
79,53.70959944,0.52950991,0.27766869,0.00180157
80,53.19540233,0.51419711,0.27607494,0.00159375
81,52.72668315,0.46871918,0.27454833,0.00152661
82,52.23075573,0.49592742,0.27297941,0.00156892
83,51.77911816,0.45163758,0.27140983,0.00156958
84,51.31608923,0.46302893,0.26999565,0.00141418
85,50.88897702,0.42711220,0.26849553,0.00150012
86,50.47901696,0.40996006,0.26706181,0.00143372
87,50.09568898,0.38332798,0.26576970,0.00129211
88,49.70642882,0.38926016,0.26449198,0.00127772
89,49.32275337,0.38367545,0.26326362,0.00122837
90,48.95680953,0.36594383,0.26169834,0.00156528
91,48.62072402,0.33608551,0.26046932,0.00122902
92,48.26502249,0.35570153,0.25918937,0.00127995
93,47.92504928,0.33997321,0.25801083,0.00117854
94,47.60253388,0.32251540,0.25699383,0.00101700
95,47.28959589,0.31293798,0.25583559,0.00115824
96,46.98608713,0.30350877,0.25459221,0.00124338
97,46.70024443,0.28584270,0.25346496,0.00112725
98,46.40670771,0.29353672,0.25247720,0.00098776
99,46.10415218,0.30255553,0.25132084,0.00115636
100,45.83722968,0.26692250,0.25040693,0.00091391
101,45.55947960,0.27775008,0.24913481,0.00127212
102,45.29900774,0.26047187,0.24829400,0.00084081
103,45.03492818,0.26407956,0.24728928,0.00100472
104,44.77665533,0.25827285,0.24639345,0.00089583
105,44.53354790,0.24310743,0.24545649,0.00093696
106,44.27912035,0.25442755,0.24457523,0.00088126
107,44.04569822,0.23342213,0.24356789,0.00100734
108,43.79378384,0.25191438,0.24270955,0.00085835
109,43.56891709,0.22486675,0.24179923,0.00091032
110,43.34043936,0.22847773,0.24093195,0.00086728
111,43.11216560,0.22827377,0.24007149,0.00086046
112,42.90237290,0.20979270,0.23933040,0.00074110
113,42.68235364,0.22001926,0.23841101,0.00091939
114,42.46590962,0.21644402,0.23759592,0.00081509
115,42.26550483,0.20040480,0.23690467,0.00069125
116,42.04484019,0.22066464,0.23614657,0.00075810
117,41.84967553,0.19516466,0.23542847,0.00071810
118,41.64333838,0.20633714,0.23462599,0.00080249
119,41.44138381,0.20195457,0.23404177,0.00058422
120,41.24128123,0.20010259,0.23320605,0.00083572
121,41.04900351,0.19227772,0.23240359,0.00080246
122,40.86228498,0.18671853,0.23168720,0.00071639
123,40.67950677,0.18277820,0.23104461,0.00064259
124,40.49179102,0.18771576,0.23059629,0.00044831
125,40.30754318,0.18424784,0.22977312,0.00082317
126,40.11940228,0.18814090,0.22916172,0.00061140
127,39.95088599,0.16851629,0.22843147,0.00073026
128,39.76672337,0.18416262,0.22778586,0.00064560
129,39.59182128,0.17490209,0.22715348,0.00063239
130,39.41749644,0.17432484,0.22647515,0.00067832
131,39.24976062,0.16773582,0.22580403,0.00067113
132,39.07848456,0.17127606,0.22522741,0.00057662
133,38.91313828,0.16534628,0.22455996,0.00066745
134,38.74292586,0.17021242,0.22404580,0.00051416
135,38.57668788,0.16623798,0.22356886,0.00047694
136,38.41564046,0.16104741,0.22293937,0.00062949
137,38.25715624,0.15848422,0.22245865,0.00048072
138,38.09676905,0.16038719,0.22188248,0.00057617
139,37.94212721,0.15464184,0.22128680,0.00059568
140,37.78285655,0.15927066,0.22078098,0.00050582
141,37.62840733,0.15444922,0.22015542,0.00062556
142,37.47596537,0.15244195,0.21957770,0.00057772
143,37.32078286,0.15518251,0.21908712,0.00049058
144,37.17354166,0.14724121,0.21847087,0.00061625
145,37.02810146,0.14544019,0.21795334,0.00051754
146,36.87972170,0.14837977,0.21752536,0.00042798
147,36.73101675,0.14870495,0.21708522,0.00044014
148,36.58949104,0.14152571,0.21662696,0.00045826
149,36.44083341,0.14865763,0.21599497,0.00063199
150,36.30035640,0.14047702,0.21552351,0.00047146
151,36.15737950,0.14297690,0.21505456,0.00046895
152,36.02097264,0.13640686,0.21451436,0.00054021
153,35.88138532,0.13958732,0.21406626,0.00044810
154,35.74220822,0.13917710,0.21360014,0.00046612
155,35.60999777,0.13221045,0.21325011,0.00035003
156,35.46913867,0.14085910,0.21281143,0.00043868
157,35.33605445,0.13308422,0.21228787,0.00052357
158,35.20461785,0.13143660,0.21196911,0.00031876
159,35.07575694,0.12886091,0.21148697,0.00048214
160,34.94313015,0.13262680,0.21081131,0.00067566
161,34.81533814,0.12779201,0.21051834,0.00029297
162,34.68329263,0.13204551,0.21007842,0.00043992
163,34.55232937,0.13096325,0.20958684,0.00049158
164,34.42650723,0.12582214,0.20912061,0.00046623
165,34.30086255,0.12564468,0.20879699,0.00032362
166,34.17648407,0.12437848,0.20834237,0.00045462
167,34.04996907,0.12651501,0.20800833,0.00033404
168,33.92785991,0.12210916,0.20748761,0.00052072
169,33.80338883,0.12447107,0.20710358,0.00038403
170,33.68618680,0.11720203,0.20659162,0.00051196
171,33.56165468,0.12453212,0.20632049,0.00027114
172,33.44509191,0.11656277,0.20595801,0.00036247
173,33.32805653,0.11703538,0.20562452,0.00033350
174,33.20794659,0.12010994,0.20518469,0.00043983
175,33.08766600,0.12028059,0.20474518,0.00043951
176,32.97615956,0.11150645,0.20423174,0.00051344
177,32.86058076,0.11557880,0.20394733,0.00028441
178,32.74285221,0.11772855,0.20362229,0.00032504
179,32.63312383,0.10972838,0.20322419,0.00039810
180,32.51915131,0.11397252,0.20283442,0.00038977
181,32.40574944,0.11340187,0.20251164,0.00032278
182,32.29461605,0.11113339,0.20213049,0.00038114
183,32.18777010,0.10684595,0.20178868,0.00034182
184,32.07198429,0.11578580,0.20131263,0.00047605
185,31.96311963,0.10886466,0.20094191,0.00037072
186,31.85706760,0.10605204,0.20060842,0.00033349
187,31.74662540,0.11044220,0.20025753,0.00035089
188,31.64025392,0.10637148,0.19985844,0.00039909
189,31.53209625,0.10815767,0.19961218,0.00024626
190,31.42407144,0.10802480,0.19920419,0.00040799
191,31.32299805,0.10107339,0.19884892,0.00035528
192,31.22003649,0.10296156,0.19859647,0.00025244
193,31.11501227,0.10502422,0.19821625,0.00038022
194,31.00945738,0.10555490,0.19781826,0.00039799
195,30.91078109,0.09867628,0.19734974,0.00046852
196,30.80740053,0.10338056,0.19716561,0.00018413
197,30.70662837,0.10077216,0.19685366,0.00031194
198,30.60587694,0.10075143,0.19654695,0.00030671
199,30.50824392,0.09763302,0.19614635,0.00040060
200,30.40771521,0.10052871,0.19583791,0.00030843
201,30.30827651,0.09943870,0.19551506,0.00032285
202,30.20778679,0.10048973,0.19512678,0.00038828
203,30.11293460,0.09485219,0.19474138,0.00038540
204,30.01821590,0.09471869,0.19430411,0.00043727
205,29.92060212,0.09761379,0.19415263,0.00015148
206,29.82604534,0.09455678,0.19389830,0.00025433
207,29.73161951,0.09442583,0.19358082,0.00031748
208,29.63362251,0.09799700,0.19323848,0.00034235
209,29.54084791,0.09277460,0.19292354,0.00031494
210,29.45061987,0.09022804,0.19253494,0.00038860
211,29.35729365,0.09332622,0.19225007,0.00028487
212,29.26523081,0.09206284,0.19194473,0.00030534
213,29.17229155,0.09293926,0.19149615,0.00044858
214,29.08117061,0.09112093,0.19135584,0.00014031
215,28.99266322,0.08850739,0.19088807,0.00046777
216,28.90062172,0.09204151,0.19066222,0.00022585
217,28.81178449,0.08883723,0.19033441,0.00032780
218,28.72315796,0.08862653,0.19002815,0.00030626
219,28.63321002,0.08994794,0.18972262,0.00030553
220,28.54618151,0.08702851,0.18944985,0.00027277
221,28.45907918,0.08710233,0.18917809,0.00027176
222,28.37401617,0.08506301,0.18896568,0.00021241
223,28.28659843,0.08741774,0.18868462,0.00028106
224,28.19850039,0.08809804,0.18829883,0.00038579
225,28.11572132,0.08277907,0.18792540,0.00037343
