Iteration,Cost,Cost Diff
1,14976.93856190,596.94952384
2,14395.30222710,581.63633479
3,13829.09904558,566.20318152
4,13278.21596988,550.88307571
5,12742.33119339,535.88477648
6,12221.21368774,521.11750566
7,11714.80532854,506.40835920
8,11223.11430953,491.69101901
9,10746.15050933,476.96380020
10,10283.90380947,462.24669985
11,9836.33832259,447.56548688
12,9403.39137545,432.94694713
13,8984.97245476,418.41892069
14,8580.95977784,404.01267692
15,8191.19512327,389.76465456
16,7815.48195460,375.71316867
17,7453.59427273,361.88768188
18,7105.29761887,348.29665386
19,6770.37134917,334.92626970
20,6448.61811857,321.75323060
21,6139.85760174,308.76051683
22,5843.91199691,295.94560483
23,5560.59154398,283.32045293
24,5289.68419625,270.90734773
25,5030.95050067,258.73369559
26,4784.12352923,246.82697144
27,4548.91316377,235.21036546
28,4325.01333442,223.89982934
29,4112.11007174,212.90326269
30,3909.88811261,202.22195913
31,3718.03461963,191.85349298
32,3536.23986096,181.79475867
33,3364.19569480,172.04416616
34,3201.59306466,162.60263013
35,3048.11959481,153.47346985
36,2903.45807115,144.66152367
37,2767.28625857,136.17181258
38,2639.27815795,128.00810061
39,2519.10643729,120.17172066
40,2406.44544707,112.66099022
41,2300.97407692,105.47137015
42,2202.37781949,98.59625743
43,2110.34973585,92.02808364
44,2024.59040586,85.75932999
45,1944.80722818,79.78317768
46,1870.71352984,74.09369834
47,1802.02787292,68.68565692
48,1738.47377759,63.55409532
49,1679.77989277,58.69388483
50,1625.68049520,54.09939756
51,1575.91611977,49.76437543
52,1530.23412337,45.68199640
53,1488.38904673,41.84507665
54,1450.14272765,38.24631907
55,1415.26420385,34.87852381
56,1383.52949799,31.73470585
57,1354.72139684,28.80810116
58,1328.62932204,26.09207479
59,1305.04935627,23.57996578
60,1283.78444466,21.26491161
61,1264.64475191,19.13969275
62,1247.44812533,17.19662659
63,1232.02059990,15.42752542
64,1218.19688224,13.82371766
65,1205.82076187,12.37612037
66,1194.74541650,11.07534537
67,1184.83359533,9.91182116
68,1175.95767953,8.87591580
69,1167.99962911,7.95805043
70,1160.85083331,7.14879580
71,1154.41188665,6.43894666
72,1148.59231562,5.81957104
73,1143.31028002,5.28203560
74,1138.49226653,4.81801349
75,1134.07278000,4.41948653
76,1129.99402374,4.07875626
77,1126.20554778,3.78847596
78,1122.66383970,3.54170807
79,1119.33183882,3.33200089
80,1116.17837103,3.15346779
81,1113.17752389,3.00084713
82,1110.30800058,2.86952332
83,1107.55250024,2.75550034
84,1104.89716572,2.65533452
85,1102.33111850,2.56604722
86,1099.84607442,2.48504407
87,1097.43601125,2.41006317
88,1095.09685069,2.33916056
89,1092.82612482,2.27072587
90,1090.62261625,2.20350857
91,1088.48598371,2.13663254
92,1086.41640140,2.06958231
93,1084.41424492,2.00215648
94,1082.47984905,1.93439587
95,1080.61334693,1.86650212
96,1078.81458359,1.79876334
97,1077.08308513,1.73149846
98,1075.41806158,1.66502355
99,1073.81842503,1.59963655
100,1072.28281230,1.53561273
101,1070.80960883,1.47320347
102,1069.39697482,1.41263401
103,1068.04287590,1.35409893
104,1066.74511893,1.29775696
105,1065.50139141,1.24372752
106,1064.30930087,1.19209054
107,1063.16641053,1.14289035
108,1062.07026808,1.09614244
109,1061.01842629,1.05184179
110,1060.00845550,1.00997079
111,1059.03795001,0.97050549
112,1058.10453049,0.93341951
113,1057.20584515,0.89868534
114,1056.33957157,0.86627358
115,1055.50342074,0.83615083
116,1054.69514395,0.80827679
117,1053.91254244,0.78260151
118,1053.15347932,0.75906311
119,1052.41589303,0.73758629
120,1051.69781121,0.71808182
121,1050.99736435,0.70044686
122,1050.31279827,0.68456608
123,1049.64248495,0.67031332
124,1048.98493131,0.65755364
125,1048.33878564,0.64614567
126,1047.70284162,0.63594402
127,1047.07603991,0.62680170
128,1046.45746734,0.61857257
129,1045.84635380,0.61111354
130,1045.24206713,0.60428668
131,1044.64410606,0.59796107
132,1044.05209170,0.59201436
133,1043.46575761,0.58633408
134,1042.88493906,0.58081855
135,1042.30956150,0.57537756
136,1041.73962876,0.56993274
137,1041.17521110,0.56441766
138,1040.61643339,0.55877772
139,1040.06346352,0.55296987
140,1039.51650132,0.54696220
141,1038.97576796,0.54073336
142,1038.44149604,0.53427192
143,1037.91392037,0.52757567
144,1037.39326965,0.52065072
145,1036.87975899,0.51351065
146,1036.37358349,0.50617550
147,1035.87491278,0.49867071
148,1035.38388677,0.49102601
149,1034.90061244,0.48327433
150,1034.42516183,0.47545061
151,1033.95757116,0.46759067
152,1033.49784095,0.45973021
153,1033.04593721,0.45190374
154,1032.60179346,0.44414376
155,1032.16531346,0.43648000
156,1031.73637461,0.42893885
157,1031.31483163,0.42154298
158,1030.90052055,0.41431108
159,1030.49326267,0.40725788
160,1030.09286842,0.40039426
161,1029.69914087,0.39372754
162,1029.31187901,0.38726186
163,1028.93088038,0.38099863
164,1028.55594335,0.37493703
165,1028.18686890,0.36907445
166,1027.82346194,0.36340696
167,1027.46553231,0.35792963
168,1027.11289542,0.35263689
