Iteration,Cost,Cost Diff
1,32699.80857311,3388.70856082
2,29493.79948413,3206.00908898
3,26473.85824554,3019.94123859
4,23642.51468231,2831.34356323
5,21001.34690007,2641.16778224
6,18550.91329094,2450.43360913
7,16290.78332931,2260.12996163
8,14219.59682150,2071.18650781
9,12335.03255036,1884.56427114
10,10633.72311530,1701.30943506
11,9111.18621071,1522.53690459
12,7761.78526846,1349.40094225
13,6578.71462358,1183.07064488
14,5554.00993954,1024.70468403
15,4678.58955234,875.42038720
16,3942.33273434,736.25681801
17,3334.19888537,608.13384896
18,2842.38884097,491.81004440
19,2454.54616608,387.84267490
20,2157.99261604,296.55355004
21,1939.98821014,218.00440590
22,1788.00300993,151.98520021
23,1689.98522698,98.01778295
24,1634.60928604,55.37594094
25,1611.48848516,23.12080088
26,1611.34008293,0.14840223
27,1626.09548629,-14.75540336
28,1648.95365003,-22.85816373
29,1674.38074938,-25.42709935
30,1698.06298075,-23.68223138
31,1716.82177609,-18.75879533
32,1728.50183439,-11.68005830
33,1731.84230033,-3.34046594
34,1726.34029968,5.50200065
35,1712.11412872,14.22617097
36,1689.77114079,22.34298792
37,1660.28336830,29.48777250
38,1624.87263375,35.41073454
39,1584.90642525,39.96620850
40,1541.80582308,43.10060216
41,1496.96681422,44.83900886
42,1451.69611949,45.27069474
43,1407.16214093,44.53397856
44,1364.36093980,42.80120113
45,1324.09644310,40.26449670
46,1286.97346938,37.12297371
47,1253.40172110,33.57174828
48,1223.60862365,29.79309745
49,1197.65878852,25.94983513
50,1175.47791546,22.18087305
51,1156.87909991,18.59881555
52,1141.58974878,15.28935113
53,1129.27760384,12.31214495
54,1119.57470010,9.70290374
55,1112.09842448,7.47627562
56,1106.46916474,5.62925974
57,1102.32433411,4.14483063
58,1099.32880862,2.99552549
59,1097.18201380,2.14679481
60,1095.62204095,1.55997285
61,1094.42726115,1.19477980
62,1093.41594251,1.01131863
63,1092.44436990,0.97157261
64,1091.40392658,1.04044332
65,1090.21753461,1.18639197
66,1088.83577536,1.38175925
67,1087.23293293,1.60284243
68,1085.40312916,1.82980377
69,1083.35665500,2.04647416
70,1081.11655239,2.24010261
71,1078.71546513,2.40108726
72,1076.19275582,2.52270931
73,1073.59187692,2.60087890
74,1070.95798455,2.63389237
75,1068.33579073,2.62219382
76,1065.76765962,2.56813111
77,1063.29196370,2.47569593
78,1060.94172339,2.35024031
79,1058.74355741,2.19816597
80,1056.71696935,2.02658806
81,1054.87398902,1.84298033
82,1053.21917534,1.65481368
83,1051.74997144,1.46920390
84,1050.45738504,1.29258640
85,1049.32694875,1.13043629
86,1048.33989855,0.98705020
87,1047.47449577,0.86540278
88,1046.70740993,0.76708584
89,1046.01507789,0.69233204
90,1045.37495901,0.64011888
91,1044.76661640,0.60834261
92,1044.17256946,0.59404695
93,1043.57888178,0.59368767
94,1042.97546925,0.60341253
95,1042.35613350,0.61933576
96,1041.71834510,0.63778840
97,1041.06281639,0.65552871
98,1040.39291510,0.66990130
99,1039.71397661,0.67893848
100,1039.03257422,0.68140239
101,1038.35580327,0.67677095
102,1037.69062835,0.66517492
103,1037.04333234,0.64729601
104,1036.41909413,0.62423821
105,1035.82170920,0.59738494
106,1035.25345476,0.56825444
107,1034.71509018,0.53836458
108,1034.20597418,0.50911600
109,1033.72427395,0.48170023
110,1033.26723740,0.45703655
111,1032.83149868,0.43573872
112,1032.41338853,0.41811016
113,1032.00922452,0.40416401
114,1031.61556128,0.39366324
115,1031.22938660,0.38617468
116,1030.84825585,0.38113075
117,1030.47036295,0.37789290
118,1030.09455173,0.37581122
119,1029.72027560,0.37427613
120,1029.34751664,0.37275896
121,1028.97667687,0.37083977
122,1028.60845481,0.36822206
123,1028.24371966,0.36473515
124,1027.88339376,0.36032590
125,1027.52835160,0.35504216
126,1027.17934096,0.34901063
127,1026.83692908,0.34241188
128,1026.50147396,0.33545513
129,1026.17311897,0.32835499
130,1025.85180719,0.32131178
131,1025.53731062,0.31449658
132,1025.22926917,0.30804144
133,1024.92723438,0.30203479
134,1024.63071296,0.29652142
135,1024.33920656,0.29150639
136,1024.05224492,0.28696164
137,1023.76941055,0.28283437
138,1023.49035452,0.27905602
139,1023.21480357,0.27555096
140,1022.94255944,0.27224413
141,1022.67349222,0.26906722
142,1022.40752924,0.26596298
143,1022.14464156,0.26288768
