Iteration,Cost,Cost Diff
1,5328.52526314,455.79122536
2,4897.95162621,430.57363693
3,4492.94776324,405.00386298
4,4113.76114692,379.18661631
5,3760.52165131,353.23949561
6,3433.22996441,327.29168690
7,3131.74629723,301.48366717
8,2855.78156973,275.96472750
9,2604.89361361,250.88795612
10,2378.48920178,226.40441183
11,2175.83146217,202.65773960
12,1996.05079458,179.78066759
13,1838.15618230,157.89461228
14,1701.04436304,137.11181927
15,1583.50678450,117.53757853
16,1484.23672603,99.27005847
17,1401.83976129,82.39696474
18,1334.84944998,66.99031131
19,1281.74756054,53.10188945
20,1240.98630663,40.76125390
21,1211.01044865,29.97585798
22,1190.27862660,20.73182205
23,1177.28425244,12.99437416
24,1170.57632519,6.70792725
25,1168.78010943,1.79621576
26,1170.61714552,-1.83703609
27,1174.92372151,-4.30657599
28,1180.66677699,-5.74305549
29,1186.95621221,-6.28943522
30,1193.05272407,-6.09651186
31,1198.37057708,-5.31785302
32,1202.47511565,-4.10453856
33,1205.07526621,-2.60015056
34,1206.01167094,-0.93640473
35,1205.24136431,0.77030663
36,1202.82002692,2.42133739
37,1198.88285011,3.93717681
38,1193.62496668,5.25788343
39,1187.28229238,6.34267430
40,1180.11350706,7.16878532
41,1172.38378722,7.72971984
42,1164.35077599,8.03301122
43,1156.25313366,8.09764233
44,1148.30185225,7.95128141
45,1140.67435212,7.62750013
46,1133.51122200,7.16313012
47,1126.91533264,6.59588937
48,1120.95295967,5.96237297
49,1115.65649872,5.29646094
50,1111.02834320,4.62815553
51,1107.04551554,3.98282766
52,1103.66468607,3.38082947
53,1100.82726890,2.83741717
54,1098.46434495,2.36292395
55,1096.50122154,1.96312341
56,1094.86149353,1.63972802
57,1093.47052052,1.39097301
58,1092.25827698,1.21224354
59,1091.16156565,1.09671133
60,1090.12561037,1.03595527
61,1089.10506169,1.02054868
62,1088.06446024,1.04060145
63,1086.97821101,1.08624923
64,1085.83012828,1.14808273
65,1084.61261840,1.21750988
66,1083.32557555,1.28704285
67,1081.97507256,1.35050299
68,1080.57193346,1.40313910
69,1079.13027425,1.44165921
70,1077.66609231,1.46418194
71,1076.19597374,1.47011856
72,1074.73597251,1.46000123
