Iteration,Cost,Cost Diff,Relative Error,Relative Error Diff
1,75494.05949051,9775.54133179,1.75628824,0.24640776
2,64447.90194228,11046.15754822,1.87596480,-0.11967657
3,43313.90467211,21133.99727018,2.41115563,-0.53519082
4,17676.49612222,25637.40854989,3.41054871,-0.99939308
5,11512.29809703,6164.19802519,3.94310279,-0.53255408
6,8982.71664446,2529.58145257,4.11316202,-0.17005923
7,7160.83212664,1821.88451782,4.19778785,-0.08462582
8,5778.90652969,1381.92559695,4.26805700,-0.07026916
9,4700.53894298,1078.36758671,4.30426214,-0.03620513
10,3863.83675964,836.70218334,4.32656486,-0.02230273
11,3287.83427473,576.00248491,4.33999132,-0.01342646
12,2945.48836805,342.34590668,4.34690526,-0.00691394
13,2732.50139454,212.98697351,4.34175834,0.00514692
14,2616.10660260,116.39479194,4.33482789,0.00693045
15,2534.93322133,81.17338127,4.32932818,0.00549971
16,2487.67108860,47.26213273,4.32739260,0.00193558
17,2455.54787016,32.12321844,4.31956268,0.00782992
18,2436.46788233,19.07998783,4.32951114,-0.00994847
19,2407.53848239,28.92939994,4.32375291,0.00575824
20,2394.80271526,12.73576713,4.31320286,0.01055005
21,2379.11496371,15.68775155,4.30626455,0.00693831
22,2357.98187127,21.13309243,4.30770031,-0.00143577
23,2334.17284044,23.80903084,4.30587378,0.00182653
24,2319.71613257,14.45670786,4.29692510,0.00894868
25,2305.23229193,14.48384064,4.27867431,0.01825079
26,2286.38141927,18.85087267,4.28591328,-0.00723897
27,2271.41175200,14.96966727,4.27456757,0.01134572
28,2257.30080978,14.11094222,4.26583470,0.00873287
29,2242.17497325,15.12583652,4.25473469,0.01110001
30,2226.63540555,15.53956771,4.24261959,0.01211510
31,2218.16773205,8.46767350,4.23351999,0.00909959
32,2210.94104078,7.22669127,4.22638674,0.00713325
33,2187.19704581,23.74399498,4.21755673,0.00883001
34,2179.06650068,8.13054512,4.20715668,0.01040005
35,2168.01285086,11.05364982,4.18705676,0.02009992
36,2144.52452070,23.48833016,4.17345583,0.01360093
37,2138.31600590,6.20851479,4.16187515,0.01158068
38,2120.24676344,18.06924246,4.15307363,0.00880152
39,2102.14408834,18.10267510,4.14136658,0.01170705
40,2088.93834213,13.20574621,4.12698733,0.01437925
41,2080.40147345,8.53686868,4.11248470,0.01450263
42,2067.46381162,12.93766184,4.09208640,0.02039830
43,2052.58417877,14.87963285,4.08608175,0.00600465
44,2039.34177102,13.24240775,4.07076956,0.01531219
45,2038.26440335,1.07736767,4.05856878,0.01220077
46,2014.69427366,23.57012970,4.04315943,0.01540936
47,2007.24989059,7.44438306,4.02206759,0.02109184
48,1989.00228245,18.24760814,4.01076706,0.01130053
49,1973.00720725,15.99507520,3.99344542,0.01732164
50,1961.32389006,11.68331719,3.98464855,0.00879686
51,1950.38994581,10.93394425,3.96942136,0.01522719
52,1940.94827391,9.44167191,3.95497316,0.01444821
53,1931.70542189,9.24285202,3.93776898,0.01720418
54,1913.10851315,18.59690874,3.92222067,0.01554831
55,1899.07083657,14.03767657,3.90543377,0.01678690
56,1893.60318233,5.46765424,3.88843261,0.01700116
57,1875.44632087,18.15686146,3.87656543,0.01186719
58,1865.09384382,10.35247705,3.85871423,0.01785120
59,1858.39841569,6.69542813,3.83813748,0.02057674
60,1845.08458924,13.31382645,3.82736876,0.01076873
61,1827.63937055,17.44521869,3.81109886,0.01626990
62,1821.74687401,5.89249654,3.79295848,0.01814037
63,1810.64741604,11.09945797,3.77115557,0.02180292
64,1795.55151498,15.09590106,3.76769117,0.00346440
65,1789.08369308,6.46782190,3.73916342,0.02852775
66,1774.48402074,14.59967233,3.73109659,0.00806682
67,1760.26618886,14.21783188,3.70839648,0.02270012
68,1752.07229730,8.19389157,3.68921082,0.01918566
69,1738.91557382,13.15672348,3.67667895,0.01253186
70,1730.53627345,8.37930037,3.66440390,0.01227506
71,1717.70017827,12.83609517,3.64876336,0.01564054
72,1704.10265895,13.59751933,3.62774433,0.02101902
73,1694.97935292,9.12330603,3.60661436,0.02112998
74,1684.43566650,10.54368642,3.59322567,0.01338868
75,1671.32598930,13.10967720,3.58108627,0.01213941
76,1661.89571724,9.43027206,3.55941458,0.02167168
77,1658.40987158,3.48584566,3.54056142,0.01885316
78,1638.70156656,19.70830503,3.52497132,0.01559010
79,1634.31126172,4.39030484,3.51162525,0.01334607
80,1617.79584879,16.51541292,3.49592821,0.01569704
81,1604.56867937,13.22716943,3.47409830,0.02182991
82,1596.09533743,8.47334194,3.46458960,0.00950870
83,1584.75341159,11.34192584,3.43933450,0.02525510
84,1581.79875701,2.95465457,3.41917427,0.02016023
85,1567.96575038,13.83300663,3.40497582,0.01419845
86,1553.26710255,14.69864783,3.38969037,0.01528545
87,1547.39703115,5.87007140,3.38040382,0.00928654
88,1541.92740708,5.46962407,3.35825193,0.02215189
89,1528.17331133,13.75409575,3.33876791,0.01948402
90,1509.12435605,19.04895528,3.32307876,0.01568915
91,1500.99688655,8.12746950,3.30679917,0.01627959
92,1497.73928772,3.25759883,3.28713362,0.01966555
93,1479.28689799,18.45238972,3.27091025,0.01622336
94,1489.67404392,-10.38714592,3.24955209,0.02135816
95,1460.06183799,29.61220593,3.24449993,0.00505216
96,1451.46778102,8.59405697,3.22227284,0.02222709
97,1438.64555114,12.82222988,3.20417384,0.01809900
98,1429.29565421,9.34989693,3.18865835,0.01551549
99,1421.98779426,7.30785995,3.16805208,0.02060627
100,1408.99460397,12.99319028,3.15338558,0.01466651
101,1404.65217479,4.34242918,3.12769768,0.02568789
102,1390.61961279,14.03256200,3.12433644,0.00336125
103,1390.10290856,0.51670422,3.10384619,0.02049024
104,1374.78620044,15.31670812,3.08608712,0.01775907
105,1365.32588388,9.46031657,3.07402736,0.01205976
106,1349.80000189,15.52588198,3.04910841,0.02491894
107,1340.84481379,8.95518811,3.03582829,0.01328012
108,1331.31461982,9.53019397,3.02438797,0.01144032
109,1322.15897052,9.15564930,3.00673878,0.01764920
110,1316.51304017,5.64593035,2.98978675,0.01695203
111,1302.27764854,14.23539163,2.97126195,0.01852480
112,1294.22884083,8.04880771,2.95903645,0.01222549
113,1286.04319473,8.18564610,2.94606945,0.01296701
114,1275.49706931,10.54612541,2.92098313,0.02508632
115,1269.27432548,6.22274383,2.91073559,0.01024754
116,1257.08316986,12.19115562,2.88628327,0.02445231
117,1251.26401577,5.81915410,2.88204455,0.00423872
118,1240.81998721,10.44402856,2.86482792,0.01721664
119,1246.61575752,-5.79577031,2.83994780,0.02488011
120,1220.12130404,26.49445348,2.83017529,0.00977251
121,1222.75832061,-2.63701657,2.80762564,0.02254965
