Iteration,Cost,Cost Diff,Relative Error,Relative Error Diff
126,2182.53598973,5.30684591,4.67338392,-0.00109181
127,2184.32783589,-1.79184615,4.67283470,0.00054922
128,2180.42438439,3.90345150,4.66800895,0.00482575
129,2185.48266599,-5.05828160,4.66137202,0.00663693
130,2176.39987845,9.08278753,4.67138837,-0.01001635
131,2173.29196048,3.10791797,4.66500626,0.00638211
132,2168.48461699,4.80734350,4.66312882,0.00187745
133,2163.38793507,5.09668191,4.65815645,0.00497236
134,2170.38495870,-6.99702363,4.64898497,0.00917148
135,2162.64743404,7.73752466,4.65153074,-0.00254576
136,2156.93864567,5.70878838,4.64772240,0.00380833
137,2167.37465481,-10.43600915,4.65394531,-0.00622290
138,2154.29258479,13.08207002,4.64079184,0.01315347
139,2149.27823663,5.01434817,4.63605874,0.00473310
140,2144.90565121,4.37258542,4.63523879,0.00081995
141,2150.19384936,-5.28819815,4.63693200,-0.00169320
142,2140.30131125,9.89253811,4.63121100,0.00572100
143,2143.33320262,-3.03189137,4.62482351,0.00638749
144,2139.99221599,3.34098663,4.62474114,0.00008237
145,2140.31579926,-0.32358327,4.63182937,-0.00708823
146,2128.97470036,11.34109890,4.61868566,0.01314371
147,2146.70525075,-17.73055038,4.62033556,-0.00164990
148,2124.98568964,21.71956111,4.60653721,0.01379836
149,2127.17892845,-2.19323881,4.60003285,0.00650435
150,2130.39276583,-3.21383738,4.59822405,0.00180880
151,2120.93176167,9.46100416,4.59745120,0.00077286
152,2113.21780677,7.71395490,4.59343558,0.00401562
153,2114.01269209,-0.79488532,4.59599879,-0.00256321
154,2115.35093782,-1.33824573,4.58566263,0.01033616
155,2111.83159589,3.51934193,4.58896859,-0.00330596
156,2106.27384512,5.55775077,4.58268415,0.00628444
157,2102.32417123,3.94967389,4.58142799,0.00125616
158,2097.70650679,4.61766444,4.57999501,0.00143298
159,2101.36275489,-3.65624810,4.57110705,0.00888795
160,2092.39398177,8.96877312,4.57502336,-0.00391631
161,2090.29931590,2.09466587,4.56241435,0.01260902
162,2092.17020183,-1.87088594,4.56684326,-0.00442891
163,2084.86101017,7.30919166,4.55770048,0.00914278
164,2088.95084763,-4.08983746,4.55865084,-0.00095035
165,2080.07092866,8.87991897,4.55424545,0.00440538
166,2076.58694200,3.48398666,4.55252130,0.00172415
167,2079.15960397,-2.57266196,4.54531302,0.00720828
168,2097.24060593,-18.08100196,4.54948953,-0.00417651
169,2069.92666155,27.31394438,4.53837469,0.01111484
170,2066.85542722,3.07123433,4.53210569,0.00626900
171,2063.14776063,3.70766659,4.52895809,0.00314760
172,2063.55424542,-0.40648479,4.52450007,0.00445802
173,2057.10123095,6.45301447,4.52158952,0.00291055
174,2058.67534558,-1.57411463,4.52042402,0.00116550
175,2056.05746298,2.61788260,4.52320101,-0.00277699
176,2050.36779348,5.68966950,4.51418441,0.00901660
177,2047.40353889,2.96425459,4.50595022,0.00823419
178,2048.23693718,-0.83339829,4.51050667,-0.00455645
179,2040.33687410,7.90006308,4.49889253,0.01161413
180,2040.83433345,-0.49745936,4.49965158,-0.00075905
181,2035.11547390,5.71885955,4.49281876,0.00683282
182,2031.38429824,3.73117566,4.49234094,0.00047782
183,2033.27055589,-1.88625765,4.48760623,0.00473471
184,2030.45118470,2.81937118,4.47544922,0.01215701
185,2037.60216323,-7.15097852,4.46913309,0.00631613
186,2025.17930764,12.42285558,4.47191924,-0.00278616
187,2018.23761500,6.94169264,4.47181943,0.00009981
188,2024.85684121,-6.61922621,4.46175375,0.01006568
189,2012.92719258,11.92964863,4.45913660,0.00261714
190,2009.12513681,3.80205577,4.45478327,0.00435333
191,2021.90935046,-12.78421365,4.45209203,0.00269124
192,2010.88924842,11.02010204,4.45128613,0.00080590
193,2000.22876935,10.66047907,4.44314641,0.00813972
194,1997.84268545,2.38608390,4.44741098,-0.00426458
195,1992.14245972,5.70022573,4.44063304,0.00677794
196,1990.70889476,1.43356496,4.42372835,0.01690469
197,1987.03934220,3.66955256,4.42393003,-0.00020167
198,1982.27470453,4.76463767,4.42377954,0.00015049
199,2011.15591141,-28.88120688,4.42355376,0.00022578
200,1981.57580400,29.58010741,4.41356885,0.00998491
201,1980.20463766,1.37116634,4.40590372,0.00766513
202,1969.82222862,10.38240904,4.40636662,-0.00046290
203,1973.02398943,-3.20176081,4.40730472,-0.00093810
204,1968.31848303,4.70550639,4.39945537,0.00784935
205,1965.72974880,2.58873423,4.39275963,0.00669574
206,1964.60917689,1.12057191,4.38780115,0.00495848
207,1961.35689187,3.25228502,4.39098177,-0.00318062
208,1955.18535424,6.17153763,4.36813235,0.02284942
209,1953.96099512,1.22435912,4.38361824,-0.01548590
210,1958.30047338,-4.33947826,4.36766673,0.01595152
211,1948.04529742,10.25517596,4.36886299,-0.00119627
212,1951.72448583,-3.67918840,4.36257659,0.00628640
213,1936.22508156,15.49940427,4.34973539,0.01284120
214,1932.85305457,3.37202698,4.34606326,0.00367213
215,1932.37228562,0.48076896,4.34054277,0.00552049
216,1934.26031006,-1.88802444,4.34394185,-0.00339907
217,1919.97416493,14.28614513,4.33621444,0.00772740
218,1927.12062068,-7.14645575,4.32098554,0.01522890
219,1915.89626087,11.22435982,4.33293928,-0.01195373
220,1913.18310353,2.71315733,4.32253408,0.01040519
221,1912.78051791,0.40258562,4.31950641,0.00302768
222,1903.85297163,8.92754628,4.30838351,0.01112289
223,1909.95262558,-6.09965395,4.30393914,0.00444438
224,1909.75277167,0.19985391,4.31302545,-0.00908631
225,1895.92345744,13.82931423,4.29243951,0.02058593
226,1897.01016084,-1.08670341,4.28695103,0.00548848
227,1911.68709819,-14.67693735,4.27660404,0.01034700
228,1892.59439864,19.09269955,4.27328867,0.00331537
229,1878.70101190,13.89338674,4.27568450,-0.00239583
230,1880.16570252,-1.46469062,4.26330267,0.01238183
231,1874.69758734,5.46811519,4.26049030,0.00281237
232,1870.65899568,4.03859166,4.26033163,0.00015867
233,1879.60694225,-8.94794658,4.24713919,0.01319244
234,1887.96764309,-8.36070084,4.24064848,0.00649071
235,1869.96319714,18.00444595,4.24471650,-0.00406802
236,1875.32496840,-5.36177126,4.24435182,0.00036467
237,1856.05992380,19.26504460,4.23908692,0.00526490
238,1851.08965706,4.97026674,4.22007001,0.01901691
239,1845.25705266,5.83260440,4.22565398,-0.00558397
240,1841.05783486,4.19921780,4.22188470,0.00376929
241,1838.37724397,2.68059089,4.21493256,0.00695213
242,1827.94915974,10.42808423,4.20689258,0.00803999
243,1832.37929605,-4.43013631,4.19477813,0.01211445
244,1819.89070857,12.48858748,4.18809766,0.00668046
245,1822.78850700,-2.89779843,4.19091158,-0.00281392
246,1837.70654416,-14.91803716,4.17184168,0.01906990
247,1810.61600808,27.09053608,4.17392821,-0.00208653
248,1804.73597832,5.88002975,4.16949595,0.00443226
249,1801.16075336,3.57522497,4.16323520,0.00626075
250,1794.96873781,6.19201555,4.15790477,0.00533043
251,1808.80073364,-13.83199584,4.16021291,-0.00230814
252,1799.80524655,8.99548709,4.15103228,0.00918063
253,1785.81207905,13.99316750,4.13781955,0.01321273
254,1780.29250516,5.51957389,4.12843827,0.00938128
255,1781.48833706,-1.19583190,4.12322516,0.00521311
256,1775.54318081,5.94515625,4.11261397,0.01061119
257,1773.06142625,2.48175457,4.11579235,-0.00317837
258,1768.55776079,4.50366546,4.10659482,0.00919753
259,1757.67701671,10.88074408,4.10356487,0.00302995
260,1751.52457276,6.15244395,4.09260877,0.01095610
261,1751.08227066,0.44230210,4.08409182,0.00851695
262,1754.23574950,-3.15347884,4.06889096,0.01520085
263,1782.65511096,-28.41936146,4.09390937,-0.02501840
264,1734.59738778,48.05772318,4.06723106,0.02667831
265,1731.19930986,3.39807792,4.06749648,-0.00026542
266,1726.76083071,4.43847914,4.05364839,0.01384808
267,1724.30262786,2.45820286,4.05417864,-0.00053025
268,1731.65414096,-7.35151310,4.04253683,0.01164182
269,1710.07973106,21.57440990,4.03405854,0.00847828
270,1709.05876969,1.02096137,4.02051085,0.01354769
271,1718.41485049,-9.35608080,4.01325658,0.00725428
272,1694.81596266,23.59888783,4.00966129,0.00359528
273,1689.24663233,5.56933033,4.00293384,0.00672745
274,1689.35601634,-0.10938401,4.00059501,0.00233883
275,1685.82208516,3.53393119,3.99456681,0.00602820
276,1678.53434402,7.28774114,3.98584694,0.00871988
277,1689.07080667,-10.53646265,3.97548640,0.01036053
278,1674.74812021,14.32268645,3.96681369,0.00867271
279,1668.03336794,6.71475228,3.96279148,0.00402221
280,1660.99906813,7.03429981,3.95675181,0.00603967
281,1648.04255276,12.95651537,3.94131673,0.01543508
282,1644.85065961,3.19189315,3.93956171,0.00175502
283,1638.53986496,6.31079465,3.93151347,0.00804824
284,1640.58128992,-2.04142496,3.91527972,0.01623375
285,1629.68332507,10.89796485,3.91428340,0.00099631
286,1624.37971149,5.30361358,3.90266108,0.01162232
287,1615.77119160,8.60851989,3.88449903,0.01816205
288,1616.58188104,-0.81068943,3.89473546,-0.01023643
289,1606.47723619,10.10464485,3.87654749,0.01818797
290,1614.71213472,-8.23489853,3.87637370,0.00017379
291,1593.23583687,21.47629784,3.86710377,0.00926993
292,1591.08614914,2.14968773,3.85846692,0.00863686
293,1580.84773327,10.23841587,3.84769560,0.01077131
294,1577.32925614,3.51847713,3.83262933,0.01506627
295,1580.76580197,-3.43654582,3.81982710,0.01280223
296,1573.55072215,7.21507982,3.81407509,0.00575201
297,1566.49084761,7.05987454,3.80738421,0.00669088
298,1549.93586407,16.55498353,3.80147855,0.00590565
299,1543.43687408,6.49898999,3.78406542,0.01741314
300,1547.04279714,-3.60592306,3.78106374,0.00300167
301,1533.82944824,13.21334890,3.76811856,0.01294519
302,1531.07524758,2.75420067,3.75521973,0.01289883
303,1523.33742104,7.73782654,3.75516271,0.00005702
304,1510.16015573,13.17726531,3.74039784,0.01476487
305,1503.33288212,6.82727361,3.73153052,0.00886733
306,1499.27088715,4.06199497,3.72309189,0.00843863
307,1492.02127078,7.24961637,3.71412177,0.00897012
308,1486.02634776,5.99492302,3.70709795,0.00702382
309,1478.89427362,7.13207414,3.69429624,0.01280172
310,1470.46460457,8.42966905,3.68014953,0.01414670
311,1463.46291224,7.00169233,3.67361080,0.00653873
312,1458.24659768,5.21631456,3.64969916,0.02391164
313,1451.18229640,7.06430128,3.64547056,0.00422860
314,1440.30522423,10.87707217,3.63933380,0.00613676
315,1434.84665582,5.45856840,3.62453637,0.01479743
316,1431.99015882,2.85649700,3.61419545,0.01034091
317,1429.93501880,2.05514002,3.61418707,0.00000838
318,1410.23907688,19.69594192,3.59253129,0.02165578
319,1402.42498271,7.81409417,3.58485958,0.00767171
320,1406.86954536,-4.44456265,3.55980140,0.02505817
321,1387.70123244,19.16831292,3.56177442,-0.00197301
322,1381.52784436,6.17338808,3.53673511,0.02503930
323,1369.75422143,11.77362293,3.52894763,0.00778749
324,1364.34187627,5.41234516,3.51527951,0.01366812
325,1360.22883092,4.11304535,3.50869740,0.00658211
326,1348.67472390,11.55410702,3.49706010,0.01163730
327,1338.96339813,9.71132577,3.48074923,0.01631087
328,1347.20517402,-8.24177589,3.47350011,0.00724912
329,1320.96593977,26.23923425,3.45614291,0.01735720
330,1311.54008403,9.42585574,3.44104350,0.01509941
331,1301.73505381,9.80503023,3.42785214,0.01319137
332,1297.07174583,4.66330798,3.41821419,0.00963795
333,1296.49775466,0.57399117,3.40312064,0.01509355
334,1276.87765226,19.62010240,3.39146612,0.01165451
335,1267.26274867,9.61490359,3.37490312,0.01656300
336,1255.98264355,11.28010512,3.36663197,0.00827115
337,1249.08471152,6.89793203,3.34318482,0.02344716
338,1236.18612917,12.89858235,3.33136075,0.01182407
339,1228.71613387,7.46999530,3.31764461,0.01371614
340,1219.10358613,9.61254774,3.29878205,0.01886256
341,1209.17544788,9.92813825,3.28511779,0.01366426
342,1198.85335522,10.32209266,3.27339017,0.01172762
343,1189.56533668,9.28801854,3.24608611,0.02730406
344,1180.52169353,9.04364314,3.24202265,0.00406346
345,1173.43958215,7.08211138,3.23118663,0.01083602
346,1156.86520621,16.57437594,3.20972130,0.02146533
347,1146.32378890,10.54141732,3.19247041,0.01725089
348,1136.44578222,9.87800668,3.18072638,0.01174403
349,1128.14472636,8.30105587,3.16203604,0.01869034
350,1115.00863350,13.13609285,3.14420381,0.01783222
351,1103.03599314,11.97264037,3.13867095,0.00553286
352,1095.02176357,8.01422957,3.11490238,0.02376857
353,1088.27698630,6.74477726,3.09293720,0.02196518
354,1072.24121147,16.03577483,3.07880661,0.01413059
355,1060.51861929,11.72259218,3.07091758,0.00788902
356,1052.88987208,7.62874721,3.04346004,0.02745754
357,1047.34139788,5.54847420,3.02127894,0.02218111
358,1033.43130009,13.91009779,3.00988494,0.01139400
359,1022.83201243,10.59928766,2.99379981,0.01608513
360,1010.36390282,12.46810961,2.98568995,0.00810986
361,996.48166961,13.88223322,2.96108826,0.02460169
362,983.69186822,12.78980139,2.94103340,0.02005486
363,978.86040828,4.83145994,2.92162771,0.01940569
364,968.06198873,10.79841956,2.91225040,0.00937731
365,952.86425374,15.19773499,2.88740597,0.02484443
366,941.72094090,11.14331284,2.86127930,0.02612666
367,937.10562310,4.61531779,2.85566602,0.00561328
368,923.39711118,13.70851193,2.82553537,0.03013065
369,908.50715510,14.88995607,2.81532516,0.01021022
370,899.47654314,9.03061197,2.80279900,0.01252615
371,887.31745625,12.15908689,2.78338649,0.01941252
372,877.98841671,9.32903954,2.76475355,0.01863294
373,874.24035986,3.74805685,2.73502509,0.02972847
374,857.26732725,16.97303262,2.72812059,0.00690450
375,845.56386720,11.70346005,2.70717344,0.02094714
376,838.21244186,7.35142534,2.69733895,0.00983449
377,843.21375478,-5.00131292,2.66107165,0.03626731
378,815.73961779,27.47413700,2.65473945,0.00633220
379,805.07922975,10.66038803,2.63935377,0.01538568
380,794.34908572,10.73014403,2.62089814,0.01845563
381,785.66696427,8.68212145,2.60351401,0.01738413
382,775.33576250,10.33120177,2.58944858,0.01406543
383,772.02601682,3.30974568,2.57622465,0.01322392
384,755.94501154,16.08100528,2.55598791,0.02023675
385,748.09732182,7.84768972,2.52965644,0.02633147
386,736.91336353,11.18395829,2.51239008,0.01726636
387,730.53210618,6.38125735,2.50354045,0.00884963
388,718.95167424,11.58043194,2.48451478,0.01902567
389,710.29312485,8.65854940,2.47117208,0.01334271
390,702.67578742,7.61733742,2.45677968,0.01439240
391,695.27420694,7.40158048,2.43898474,0.01779494
392,687.25109484,8.02311210,2.41743391,0.02155083
393,676.90588485,10.34520999,2.39666736,0.02076655
394,670.11018254,6.79570231,2.38471949,0.01194787
395,662.49814373,7.61203881,2.36672721,0.01799228
396,654.23917700,8.25896672,2.35378037,0.01294683
397,646.45440761,7.78476939,2.34293300,0.01084737
398,639.21568589,7.23872172,2.31924421,0.02368879
399,631.74447741,7.47120849,2.30334771,0.01589650
400,625.21602312,6.52845429,2.29184756,0.01150015
401,618.59080941,6.62521371,2.27854059,0.01330697
402,610.54160872,8.04920069,2.26484772,0.01369287
403,603.23483914,7.30676957,2.24896344,0.01588428
404,596.87545146,6.35938769,2.23472911,0.01423434
405,596.63663538,0.23881608,2.22092009,0.01380902
406,586.26352617,10.37310921,2.20780766,0.01311243
407,581.40415250,4.85937366,2.19396219,0.01384547
408,572.86514192,8.53901058,2.17925466,0.01470753
409,568.57291933,4.29222260,2.16217785,0.01707681
410,561.66550899,6.90741034,2.14801622,0.01416164
411,556.87685019,4.78865880,2.13790943,0.01010679
412,549.80472480,7.07212540,2.12705454,0.01085489
413,546.96443605,2.84028874,2.10875703,0.01829750
414,540.80153496,6.16290109,2.10022122,0.00853581
415,534.99802227,5.80351269,2.08493204,0.01528918
416,530.91815138,4.07987089,2.07421219,0.01071985
417,527.23209554,3.68605584,2.06432301,0.00988918
418,521.41357753,5.81851801,2.04648939,0.01783362
419,519.70458777,1.70898976,2.04014033,0.00634906
420,511.99241045,7.71217733,2.02381003,0.01633030
421,506.96482639,5.02758405,2.01039904,0.01341099
422,502.65741236,4.30741403,2.00254641,0.00785263
423,501.61255446,1.04485790,1.98687982,0.01566659
424,494.79044026,6.82211419,1.98061778,0.00626205
425,493.58822909,1.20221118,1.96246411,0.01815366
426,488.35422169,5.23400740,1.95430380,0.00816031
427,484.15939086,4.19483083,1.94497997,0.00932383
428,482.59407993,1.56531093,1.94004235,0.00493762
429,477.88199751,4.71208243,1.92486903,0.01517332
430,473.57764554,4.30435196,1.91369115,0.01117787
431,470.66066116,2.91698438,1.90318381,0.01050734
432,467.23142277,3.42923839,1.89443349,0.00875033
433,463.77848692,3.45293585,1.87914008,0.01529341
434,461.10831855,2.67016837,1.87595540,0.00318468
435,458.34355429,2.76476426,1.86308630,0.01286910
436,457.73276971,0.61078458,1.85683069,0.00625561
437,451.79335408,5.93941563,1.84396323,0.01286745
438,450.83587697,0.95747711,1.83549030,0.00847294
439,447.42910165,3.40677532,1.82758054,0.00790976
440,444.07263186,3.35646979,1.82084648,0.00673406
441,440.92392177,3.14871009,1.80982973,0.01101675
442,438.64378899,2.28013278,1.79994530,0.00988443
443,436.76084483,1.88294416,1.79084202,0.00910328
444,436.74192437,0.01892046,1.78132621,0.00951581
445,431.47853422,5.26339015,1.77472826,0.00659796
446,431.96023566,-0.48170145,1.76789799,0.00683026
447,428.82800184,3.13223383,1.75451625,0.01338175
448,425.33399408,3.49400775,1.74830588,0.00621037
449,423.01985426,2.31413983,1.74145656,0.00684933
450,422.01980509,1.00004917,1.73530685,0.00614971
451,420.28730357,1.73250151,1.72241673,0.01289012
452,421.94226132,-1.65495775,1.71746062,0.00495611
453,415.61455374,6.32770758,1.71244844,0.00501218
454,419.65480150,-4.04024777,1.70168145,0.01076699
455,413.13332017,6.52148134,1.69797576,0.00370568
456,411.63213930,1.50118087,1.69152442,0.00645134
457,409.33949215,2.29264715,1.68582530,0.00569912
458,407.49951717,1.83997497,1.67993668,0.00588863
459,405.60908965,1.89042752,1.66768654,0.01225014
460,409.49242602,-3.88333637,1.65922425,0.00846229
461,403.06101183,6.43141419,1.66237630,-0.00315205
462,403.17516772,-0.11415589,1.65270773,0.00966857
463,401.45001514,1.72515258,1.64625901,0.00644871
464,399.60677658,1.84323856,1.63920847,0.00705054
465,399.30823935,0.29853723,1.63683882,0.00236965
466,396.74413816,2.56410118,1.62593737,0.01090145
467,395.23356056,1.51057761,1.62000789,0.00592949
468,393.48938506,1.74417550,1.61758538,0.00242251
469,402.26197599,-8.77259093,1.61068017,0.00690520
470,391.60283099,10.65914500,1.60039445,0.01028573
471,390.16630204,1.43652895,1.59957723,0.00081722
472,388.81349589,1.35280615,1.58956297,0.01001426
473,387.37031255,1.44318333,1.58489417,0.00466881
474,388.54364931,-1.17333675,1.58259955,0.00229461
475,385.80650211,2.73714720,1.57401737,0.00858219
476,386.01254924,-0.20604714,1.56911445,0.00490292
477,390.49346315,-4.48091391,1.56215736,0.00695709
478,386.03044278,4.46302038,1.55789164,0.00426572
479,382.12956828,3.90087449,1.55331915,0.00457249
480,381.33428869,0.79527959,1.55321011,0.00010904
481,384.76267615,-3.42838746,1.54812644,0.00508367
482,380.22104605,4.54163010,1.54143271,0.00669373
483,382.51084249,-2.28979644,1.53626388,0.00516883
484,381.41073633,1.10010617,1.53148333,0.00478055
485,377.22674766,4.18398867,1.52621463,0.00526870
486,377.13871367,0.08803399,1.51841962,0.00779501
487,376.10630810,1.03240557,1.51461228,0.00380734
488,375.22292954,0.88337856,1.51353119,0.00108109
489,373.72758904,1.49534050,1.51098659,0.00254461
490,375.85020709,-2.12261804,1.50807485,0.00291174
491,371.76393355,4.08627353,1.49906593,0.00900891
492,371.00511239,0.75882116,1.49443290,0.00463303
493,370.85797902,0.14713337,1.49069966,0.00373324
494,369.83862430,1.01935473,1.48910632,0.00159334
495,369.16768031,0.67094399,1.48246792,0.00663840
496,372.33862136,-3.17094106,1.47987648,0.00259144
497,368.66323220,3.67538916,1.47878265,0.00109383
498,368.58340590,0.07982630,1.46850321,0.01027944
499,368.15815352,0.42525239,1.46606856,0.00243465
500,365.74411680,2.41403672,1.46755724,-0.00148869
501,366.34393887,-0.59982208,1.46027648,0.00728077
502,365.53374781,0.81019107,1.45852066,0.00175582
503,363.82672235,1.70702546,1.45420640,0.00431426
504,363.07891802,0.74780433,1.45064296,0.00356345
505,364.21351820,-1.13460019,1.44632703,0.00431592
506,363.96112808,0.25239013,1.44580417,0.00052286
507,362.02598451,1.93514356,1.44139273,0.00441145
508,365.27464716,-3.24866264,1.44095109,0.00044164
509,361.19940258,4.07524458,1.43174469,0.00920640
510,359.78949714,1.40990543,1.43270157,-0.00095688
511,360.20989405,-0.42039691,1.42859828,0.00410329
512,359.18579587,1.02409818,1.42341206,0.00518622
513,361.82505262,-2.63925675,1.42411587,-0.00070381
