Iteration,Cost,Cost Diff,Relative Error,Relative Error Diff
1,82067.18506429,9114.83061903,1.54938898,1.25959411
2,73511.30671425,8555.87835003,1.20646870,0.34292029
3,56047.38966265,17463.91705160,1.70526909,-0.49880040
4,23181.32956888,32866.06009377,2.88629577,-1.18102668
5,15643.45400900,7537.87555988,3.59092339,-0.70462762
6,14240.82764098,1402.62636802,3.57297219,0.01795121
7,13232.97776524,1007.84987574,3.65654486,-0.08357267
8,12462.60481757,770.37294767,3.70775608,-0.05121122
9,11843.30966994,619.29514764,3.77965853,-0.07190245
10,11130.58465007,712.72501986,3.83556274,-0.05590421
11,10440.22148265,690.36316742,3.87635355,-0.04079081
12,9667.00653416,773.21494850,3.94090868,-0.06455513
13,8769.19037196,897.81616219,3.97968470,-0.03877602
14,7769.67167878,999.51869318,4.02118273,-0.04149804
15,6697.89867924,1071.77299954,4.06686827,-0.04568553
16,5490.55572300,1207.34295624,4.07498430,-0.00811603
17,4423.96441751,1066.59130550,4.08331212,-0.00832783
18,3570.36843994,853.59597757,4.07387716,0.00943496
19,2988.87191818,581.49652175,4.07020132,0.00367584
20,2664.39577067,324.47614752,4.05046169,0.01973963
21,2499.17631454,165.21945613,4.01814196,0.03231974
22,2406.87222298,92.30409156,3.99592415,0.02221781
23,2351.07610788,55.79611509,3.97172311,0.02420104
24,2314.83635046,36.23975742,3.94266674,0.02905638
25,2262.84726409,51.98908637,3.91505443,0.02761231
26,2231.95583415,30.89142994,3.87020683,0.04484759
27,2194.76695049,37.18888366,3.84272906,0.02747777
28,2162.80342839,31.96352210,3.81595318,0.02677588
29,2129.84653994,32.95688845,3.79025128,0.02570191
30,2099.73897221,30.10756773,3.73749364,0.05275763
31,2061.67019296,38.06877925,3.72499399,0.01249966
32,2031.35270345,30.31748951,3.68391303,0.04108095
33,2000.57818622,30.77451723,3.65589420,0.02801883
34,1975.27255960,25.30562662,3.62035968,0.03553452
35,1947.48318311,27.78937649,3.58972283,0.03063686
36,1919.46908469,28.01409842,3.56301272,0.02671011
37,1899.24523744,20.22384725,3.52994616,0.03306656
38,1874.60233777,24.64289966,3.49935008,0.03059608
39,1845.28460103,29.31773674,3.46666742,0.03268266
40,1813.88839071,31.39621032,3.43997449,0.02669293
41,1796.92697687,16.96141384,3.40377302,0.03620147
42,1780.21263670,16.71434017,3.37238864,0.03138439
43,1745.33167405,34.88096265,3.34893285,0.02345579
44,1724.51776305,20.81391100,3.31608949,0.03284336
45,1695.81591628,28.70184677,3.28495125,0.03113824
46,1685.06153710,10.75437919,3.25962071,0.02533054
47,1654.25955359,30.80198351,3.22377762,0.03584309
48,1630.97781084,23.28174275,3.18848698,0.03529064
49,1613.99385483,16.98395601,3.15617761,0.03230937
50,1589.45217396,24.54168087,3.12957284,0.02660477
51,1575.49294884,13.95922512,3.09933512,0.03023772
52,1555.44309412,20.04985472,3.07794771,0.02138741
53,1536.45187569,18.99121842,3.04129677,0.03665093
54,1518.79727014,17.65460556,3.02024568,0.02105109
55,1502.21060962,16.58666051,2.98798099,0.03226470
56,1476.43137442,25.77923520,2.95666900,0.03131198
57,1459.17304096,17.25833347,2.93073631,0.02593269
58,1441.42840861,17.74463234,2.89956311,0.03117321
59,1428.96690346,12.46150515,2.87947507,0.02008803
60,1408.73405494,20.23284852,2.85245779,0.02701729
61,1397.78386137,10.95019357,2.82712070,0.02533709
62,1378.28027569,19.50358568,2.79199347,0.03512723
63,1360.46518663,17.81508906,2.77541200,0.01658147
64,1348.35033144,12.11485519,2.74409951,0.03131249
65,1343.19271706,5.15761438,2.72396757,0.02013194
66,1323.76100028,19.43171678,2.69191930,0.03204827
67,1302.32004515,21.44095513,2.66373392,0.02818538
68,1291.99905725,10.32098791,2.64298351,0.02075041
69,1275.77863074,16.22042651,2.61768841,0.02529510
70,1268.58168568,7.19694506,2.59897515,0.01871327
71,1246.89006622,21.69161945,2.57000254,0.02897261
72,1237.21179637,9.67826985,2.55053688,0.01946566
73,1223.87729186,13.33450451,2.52821610,0.02232078
74,1211.34893509,12.52835677,2.49835925,0.02985685
75,1217.18384770,-5.83491261,2.47023060,0.02812865
76,1219.00282683,-1.81897913,2.44736113,0.02286947
77,1172.72165708,46.28116975,2.42963603,0.01772510
78,1161.55224917,11.16940791,2.40584496,0.02379107
79,1151.57367907,9.97857011,2.38651030,0.01933466
80,1137.94327410,13.63040497,2.37271020,0.01380010
81,1128.71273498,9.23053912,2.34528072,0.02742948
82,1116.28395896,12.42877602,2.32766331,0.01761741
83,1110.69450393,5.58945503,2.30329529,0.02436802
84,1094.98309766,15.71140626,2.28126777,0.02202752
85,1084.97320989,10.00988778,2.26863417,0.01263360
86,1075.07527940,9.89793048,2.24881424,0.01981992
87,1080.12155043,-5.04627102,2.23495210,0.01386214
88,1062.77537751,17.34617292,2.19991043,0.03504167
89,1064.64328158,-1.86790407,2.19964249,0.00026794
90,1037.47900847,27.16427311,2.17198055,0.02766194
91,1026.92573400,10.55327446,2.15632691,0.01565364
92,1019.07599293,7.84974107,2.13562461,0.02070230
93,1022.34617517,-3.27018224,2.12326732,0.01235729
94,1001.63114823,20.71502694,2.10054503,0.02272229
95,991.45509875,10.17604948,2.08184798,0.01869705
96,998.24783412,-6.79273537,2.06429605,0.01755193
97,975.28108716,22.96674696,2.05191531,0.01238074
98,971.95729480,3.32379236,2.04089054,0.01102477
99,969.43214378,2.52515102,2.01032698,0.03056355
100,965.92194469,3.51019909,2.00118789,0.00913910
101,947.28567630,18.63626839,1.98254519,0.01864270
102,936.62577698,10.65989933,1.97529461,0.00725058
103,932.81006963,3.81570735,1.95638721,0.01890739
104,930.63145196,2.17861766,1.94697757,0.00940965
105,915.51488652,15.11656545,1.92732577,0.01965180
106,906.82201575,8.69287077,1.91015575,0.01717002
107,909.38761489,-2.56559914,1.90816514,0.00199060
108,905.81747943,3.57013546,1.88115483,0.02701032
109,889.35213056,16.46534887,1.87790281,0.00325201
110,884.49510506,4.85702550,1.86464919,0.01325363
111,883.54808014,0.94702492,1.84862473,0.01602445
112,867.24251856,16.30556158,1.83496146,0.01366327
113,871.29325537,-4.05073681,1.82726105,0.00770041
114,856.11443920,15.17881617,1.80899660,0.01826446
115,878.05758404,-21.94314484,1.80525865,0.00373795
116,854.43758499,23.61999905,1.78669369,0.01856495
117,843.72599308,10.71159191,1.77137893,0.01531476
118,854.36290788,-10.63691480,1.77350914,-0.00213021
119,824.88106182,29.48184605,1.75561849,0.01789065
120,824.18361346,0.69744836,1.74122342,0.01439506
121,814.93414537,9.24946809,1.73277853,0.00844489
122,808.87614421,6.05800116,1.72018178,0.01259676
123,804.27695511,4.59918910,1.70913443,0.01104734
124,797.60152228,6.67543283,1.70149977,0.00763466
125,798.15906301,-0.55754073,1.69342031,0.00807946
126,787.87572486,10.28333815,1.68288755,0.01053276
127,789.82761846,-1.95189359,1.67390550,0.00898205
128,776.73068495,13.09693350,1.66662787,0.00727763
129,771.75477857,4.97590638,1.65270898,0.01391889
130,767.85972773,3.89505085,1.64914019,0.00356879
131,765.44628151,2.41344621,1.63842892,0.01071128
132,768.61185404,-3.16557253,1.63409066,0.00433826
133,756.27234406,12.33950998,1.61506359,0.01902707
134,749.74753195,6.52481211,1.61533961,-0.00027602
135,743.26179862,6.48573333,1.60292429,0.01241532
136,741.38009216,1.88170646,1.59089146,0.01203283
137,753.82396473,-12.44387257,1.59357397,-0.00268251
138,733.45241881,20.37154592,1.57842065,0.01515332
139,735.41457279,-1.96215398,1.56840979,0.01001086
140,729.09714873,6.31742406,1.56878471,-0.00037492
141,730.92587372,-1.82872499,1.56148751,0.00729720
142,719.38941754,11.53645618,1.54857633,0.01291119
143,710.93508365,8.45433389,1.54170559,0.00687073
144,705.39875457,5.53632908,1.53831818,0.00338742
145,706.08415908,-0.68540451,1.52971612,0.00860206
146,697.55048085,8.53367823,1.52175692,0.00795919
147,699.28578361,-1.73530277,1.51654960,0.00520733
148,693.44344963,5.84233398,1.50771066,0.00883893
149,693.37635343,0.06709621,1.50242317,0.00528750
150,683.64543794,9.73091548,1.49496538,0.00745779
151,679.36824321,4.27719473,1.49499218,-0.00002680
152,677.50744107,1.86080214,1.48895049,0.00604169
153,673.83809642,3.66934464,1.48374469,0.00520579
154,668.26183975,5.57625667,1.47672362,0.00702107
155,674.10340715,-5.84156740,1.48026316,-0.00353954
156,670.89233770,3.21106945,1.46383892,0.01642424
157,657.91715413,12.97518357,1.45757050,0.00626842
158,659.14918634,-1.23203221,1.45753498,0.00003552
159,653.82960745,5.31957888,1.45645760,0.00107738
160,648.64447719,5.18513027,1.44659599,0.00986162
161,645.46291175,3.18156544,1.44383648,0.00275951
162,648.78105946,-3.31814772,1.43378905,0.01004743
163,641.95011565,6.83094382,1.42739733,0.00639173
164,635.75187403,6.19824162,1.43031618,-0.00291886
165,634.01828345,1.73359058,1.42190683,0.00840935
166,631.27331491,2.74496854,1.41470616,0.00720067
167,635.49194689,-4.21863198,1.41441692,0.00028924
168,632.65502052,2.83692636,1.39938781,0.01502911
169,622.04686248,10.60815804,1.41006552,-0.01067771
170,619.57495567,2.47190681,1.40345985,0.00660568
171,615.87928010,3.69567557,1.39671138,0.00674846
172,616.93265109,-1.05337099,1.39613215,0.00057924
173,622.70552965,-5.77287856,1.39292222,0.00320993
174,610.49961808,12.20591157,1.39419776,-0.00127554
175,618.26004555,-7.76042747,1.38718647,0.00701129
